proxtarg,disttarg,ptdl,dtdl,exproxang,exdistang,ret_tp,ret_td,prox_x,prox_y,dist_x,dist_y
-60.0,-60.0,-2.256781849,-8.424633173,-61.35436212,-65.61903888,-2.34568603270256,-8.33572898950273,-19.072228469987714,24.278703453660327,-45.489937448261955,20.494657510697593
-60.0,-45.0,-2.582704305,-7.208592798,-54.6897878,-61.40025784,-2.64938244304403,-7.14191466064416,-19.16163416819971,24.392515766540924,-46.40944080855746,25.07598940605132
-60.0,-30.0,-2.908626762,-5.992552424,-51.98878556,-44.04644768,-2.95307885338550,-5.94810033178558,-19.251039866411713,24.506328079421525,-46.41223363421814,29.776833863820777
-60.0,-15.0,-3.234549218,-4.776512049,-50.13808648,-28.80844558,-3.25677526372696,-4.75428600292701,-19.340445564623707,24.62014039230212,-45.489632923312655,34.39574440715841
-60.0,0.0,-3.560471674,-3.560471674,-49.39139178,-12.13447183,-3.56047167406843,-3.56047167406843,-19.429851262835705,24.73395270518273,-43.67856256879999,38.73395270518273
-60.0,15.0,-3.88639413,-2.344431299,-48.39674804,0.877441246,-3.91271596380288,-2.31810946581688,-19.32615347256717,24.60194674150147,-40.86666856611434,42.36000527501687
-60.0,30.0,-4.212316586,-1.128390925,-47.26653957,10.94701901,-4.26496025353732,-1.07574725756533,-19.22245568229863,24.469940777820227,-37.36744446628442,45.35697168565254
-60.0,45.0,-4.538239043,0.08764945,-46.60349457,20.79569542,-4.61720454327177,0.166614950686228,-19.118757892030093,24.337934814138983,-33.33456674684197,47.59349074233991
-60.0,60.0,-4.864161499,1.303689825,-44.80426381,32.47456626,-4.96944883300621,1.40897715893778,-19.015060101761556,24.205928850457727,-28.9468346752055,48.976358906908835
-45.0,-60.0,-1.340162399,-7.561016786,-49.75885215,-62.96173684,-1.42917141405756,-7.47200777111352,-15.070299434289673,27.68327233387512,-41.567229965375034,30.86557084125627
-45.0,-45.0,-1.672710238,-6.338351028,-43.01353283,-56.05704201,-1.73946699943100,-6.27159426722297,-15.142509637529873,27.81591831946414,-41.28497378645136,35.528354455250536
-45.0,-30.0,-2.005258077,-5.115685271,-40.7418287,-42.33947982,-2.04976258480444,-5.07118076333242,-15.21471984077008,27.94856430505316,-40.08631109961047,40.06931619463852
-45.0,-15.0,-2.337805916,-3.893019513,-38.7992112,-25.42260574,-2.36005817017788,-3.87076725944187,-15.286930044010278,28.081210290642183,-38.01499295381409,44.29162637854976
-45.0,0.0,-2.670353756,-2.670353756,-37.15451912,-9.843889415,-2.67035375555132,-2.67035375555132,-15.359140247250483,28.213856276231205,-35.158130120473814,48.01284614945453
-45.0,15.0,-3.002901595,-1.447687998,-37.16992209,5.260683364,-3.01706025046950,-1.43352934211604,-15.278456706643192,28.065645257781846,-31.488872794550765,50.793708167585656
-45.0,30.0,-3.335449434,-0.22502224,-36.976222,14.58577878,-3.36376674538767,-0.196704928680758,-15.19777316603591,27.9174342393325,-27.318525055621265,52.78902549817288
-45.0,45.0,-3.667997273,0.997643517,-35.8273488,25.77181075,-3.71047324030585,1.04011948475453,-15.117089625428624,27.76922322088314,-22.829525761215013,53.91168736980464
-45.0,60.0,-4.000545112,2.220309275,-33.02788523,39.81179958,-4.05717973522403,2.27694389818981,-15.036406084821333,27.62101220243379,-18.21870459220248,54.11794273351916
-30.0,-60.0,-0.424301078,-6.696642271,-36.5220678,-61.42427723,-0.513263298392953,-6.60768004974391,-10.422254371694653,30.236723946780785,-35.19268442814576,40.16849852022474
-30.0,-45.0,-0.763284767,-5.467540662,-30.40343321,-53.0023201,-0.830006433053269,-5.40081899656649,-10.47325117578957,30.384674306903822,-33.7288071039905,44.60048316171571
-30.0,-30.0,-1.102268457,-4.238439054,-28.3753464,-38.47292789,-1.14674956771358,-4.19395794338906,-10.524247979884489,30.532624667026848,-31.411278887716797,48.67761345101264
-30.0,-15.0,-1.441252147,-3.009337445,-26.92075262,-22.21692697,-1.46349270237390,-2.98709689021164,-10.575244783979402,30.680575027149878,-28.33330331749479,52.221090120697056
-30.0,0.0,-1.780235837,-1.780235837,-26.09684662,-5.290453172,-1.78023583703422,-1.78023583703422,-10.626241588074317,30.828525387272908,-24.626241588074315,55.0772366932372
-30.0,15.0,-2.119219527,-0.551134229,-25.53138582,7.708209939,-2.12125291139102,-0.549100844160303,-10.571336590835323,30.66923669735924,-20.34694060569161,56.81842405604819
-30.0,30.0,-2.458203217,0.67796738,-25.10099984,18.40103827,-2.46226998574783,0.682034148713610,-10.516431593596328,30.509948007445566,-15.786937377995574,57.67114177525198
-30.0,45.0,-2.797186907,1.907068988,-23.59357217,31.89105156,-2.80328706010463,1.91316914158752,-10.461526596357333,30.350659317531896,-11.145000235867725,57.598465957889644
-30.0,60.0,-3.136170596,3.136170596,-22.15821875,45.02687455,-3.14430413446144,3.14430413446143,-10.406621599118333,30.19137062761822,-6.622575656155592,56.60907960589246
-15.0,-60.0,0.490802115,-5.831509626,-23.37998003,-58.85831112,0.402038314291248,-5.74274582539389,-5.32530794476756,31.815070259260903,-26.68117365330841,47.819486874620964
-15.0,-45.0,0.145572107,-4.596161699,-18.54528504,-50.26772175,0.0789992560891593,-4.52958884867470,-5.351893322412087,31.973899695305192,-24.135713325008837,51.724297388422045
-15.0,-30.0,-0.199657902,-3.360813772,-16.20572525,-35.3021896,-0.244039802112930,-3.31643187195550,-5.378478700056613,32.13272913134948,-20.857532617962697,55.06540381011882
-15.0,-15.0,-0.54488791,-2.125465845,-13.41473083,-19.27593821,-0.567078860315019,-2.10327489523630,-5.405064077701139,32.291558567393764,-16.982935892448317,57.69422216033959
-15.0,0.0,-0.890117919,-0.890117919,-13.00827871,-2.196969525,-0.890117918517108,-0.890117918517108,-5.431649455345665,32.45038800343805,-12.678582718216246,59.49631113953196
-15.0,15.0,-1.235347927,0.345230008,-13.66281191,10.95394967,-1.22529394656744,0.335176028050333,-5.4040652327668095,32.28559115253375,-8.078665915908823,60.0738790551885
-15.0,30.0,-1.580577935,1.580577935,-12.96108594,22.23711326,-1.56046997461778,1.56046997461778,-5.376481010187952,32.12079430162943,-3.4375644301169137,59.720600109120866
-15.0,45.0,-1.925807944,2.815925862,-10.65873797,36.42884945,-1.89564600266811,2.78576392118522,-5.348896787609098,31.95599745072513,1.043169668195545,58.452253589108274
-15.0,60.0,-2.271037952,4.051273789,-8.805911627,48.4261042,-2.23082203071844,4.01105786775266,-5.32131256503024,31.791200599820808,5.171201350695068,56.32936481574281
0.0,-60.0,1.405147179,-4.965618853,-8.49627513,-56.54487727,1.31673342399505,-4.87720509806348,0.0,32.34163328800248,-16.485934404830292,53.32801740149085
0.0,-45.0,1.053860384,-3.72421414,-4.612218801,-47.92708118,0.987550067996285,-3.65790382354761,0.0,32.50622496600186,-13.031997785545864,56.44525453371318
0.0,-30.0,0.70257359,-2.482809427,-2.894368702,-32.55295396,0.658366711997523,-2.43860254903174,0.0,32.670816644001235,-9.016204983820632,58.828353336232794
0.0,-15.0,0.351286795,-1.241404713,-0.995974136,-16.60858814,0.329183355998762,-1.21930127451587,0.0,32.83540832200062,-4.608672265141776,60.3690708703723
0.0,0.0,0.0,0.0,-0.091815823,-0.033703387,0,0,0.0,33.0,0.0,61.0
0.0,15.0,-0.351286795,1.241404713,0.360065241,12.72358214,-0.329183355998762,1.21930127451587,0.0,32.83540832200062,4.608672265141776,60.3690708703723
0.0,30.0,-0.70257359,2.482809427,0.95037963,26.62885112,-0.658366711997523,2.43860254903174,0.0,32.670816644001235,9.016204983820632,58.828353336232794
0.0,45.0,-1.053860384,3.72421414,2.820973158,38.2977054,-0.987550067996285,3.65790382354761,0.0,32.50622496600186,13.031997785545864,56.44525453371318
0.0,60.0,-1.405147179,4.965618853,6.612039456,48.78658962,-1.31673342399505,4.87720509806348,0.0,32.34163328800248,16.485934404830292,53.32801740149085
15.0,-60.0,2.318734114,-4.098969951,8.639280754,-57.2744388,2.18227415132546,-3.96250998835968,5.32530794476756,31.815070259260903,-5.167205970957748,56.3532344751829
15.0,-45.0,1.961580065,-2.851697984,9.726657021,-45.30759845,1.85923509312338,-2.74935301164048,5.351893322412087,31.973899695305192,-1.040173133392556,58.47015583368834
15.0,-30.0,1.604426016,-1.604426016,11.45831456,-30.6165614,1.53619603492129,-1.53619603492129,5.378478700056613,32.13272913134948,3.439562119985575,59.732534938840914
15.0,-15.0,1.247271967,-0.357154049,13.28050218,-15.08624719,1.21315697671920,-0.323039058202089,5.405064077701139,32.291558567393764,8.079664760843153,60.07984647004852
15.0,0.0,0.890117919,0.890117919,13.96432722,1.238933546,0.890117918517108,0.890117918517108,5.431649455345665,32.45038800343805,12.678582718216246,59.49631113953196
15.0,15.0,0.53296387,2.137389886,15.16712215,15.68786789,0.554941890466774,2.11541186508455,5.4040652327668095,32.28559115253375,16.981937047513988,57.68825474547957
15.0,30.0,0.175809821,3.384661853,16.18167062,27.34860176,0.219765862416441,3.34070581165199,5.376481010187952,32.12079430162943,20.855534928094034,55.053468980398776
15.0,45.0,-0.181344228,4.631933821,19.36322113,38.98442007,-0.115410165633893,4.56599975821943,5.348896787609098,31.95599745072513,24.132716790205848,51.70639514384198
15.0,60.0,-0.538498277,5.879205788,22.7010221,49.95762075,-0.450586193684227,5.79129370478687,5.32131256503024,31.791200599820808,26.67717827357109,47.79561721518087
30.0,-60.0,3.231562921,-3.231562921,21.45575265,-53.70867903,3.04720837567548,-3.04720837567548,10.422254371694653,30.236723946780785,6.638208428731912,56.654432925055026
30.0,-45.0,2.86873115,-1.978613231,23.86624157,-41.6521785,2.73046524101516,-1.84034732249805,10.47325117578957,30.384674306903822,11.156724815299963,57.63248094726157
30.0,-30.0,2.505899379,-0.725663542,24.55559666,-27.36196516,2.41372210635485,-0.633486269320631,10.524247979884489,30.532624667026848,15.794753764283735,57.69381843483327
30.0,-15.0,2.143067608,0.527286148,25.99706463,-11.24960372,2.09697897169453,0.573374783856792,10.575244783979402,30.680575027149878,20.350848798835692,56.82976238583883
30.0,0.0,1.780235837,1.780235837,26.65671374,3.373423312,1.78023583703422,1.78023583703422,10.626241588074317,30.828525387272908,24.626241588074315,55.0772366932372
30.0,15.0,1.417404066,3.033185527,27.87029004,17.49398014,1.43921876267741,3.01137082990813,10.571336590835323,30.66923669735924,28.32939512435071,52.20975179090641
30.0,30.0,1.054572295,4.286135216,30.66731627,29.13426139,1.09820168832061,4.24250582278204,10.516431593596328,30.509948007445566,31.403462501428635,48.65493679143135
30.0,45.0,0.691740524,5.539084905,33.51157373,40.5388287,0.757184613963801,5.47364081565595,10.461526596357333,30.350659317531896,33.71708252455826,44.56646817234378
30.0,60.0,0.328908753,6.792034595,38.49695309,52.17123848,0.416167539606996,6.70477580852987,10.406621599118333,30.19137062761822,35.17705165556944,40.12314520106217
45.0,-60.0,4.143633599,-2.363397762,34.63485493,-50.1062157,3.91153609704509,-2.13130026001087,15.070299434289673,27.68327233387512,18.25259794167082,54.180202864960485
45.0,-45.0,3.775313638,-1.104959882,37.02542033,-37.56369839,3.60124051167165,-0.930886756120325,15.142509637529873,27.81591831946414,22.85494577331626,53.958382468385636
45.0,-30.0,3.406993677,0.153477997,37.90907546,-22.6766602,3.29094492629821,0.269526747770225,15.21471984077008,27.94856430505316,27.335471730355437,52.82015556389354
45.0,-15.0,3.038673716,1.411915876,39.05068975,-9.488948268,2.98064934092477,1.46994025166077,15.286930044010278,28.081210290642183,31.49734613191785,50.80927320044599
45.0,0.0,2.670353756,2.670353756,39.59362025,6.292892425,2.67035375555132,2.67035375555132,15.359140247250483,28.213856276231205,35.158130120473814,48.01284614945453
45.0,15.0,2.302033795,3.928791635,39.90312913,19.80780118,2.32364726063315,3.90717816898661,15.278456706643192,28.065645257781846,38.006519616447,44.27606134568942
45.0,30.0,1.933713834,5.187229514,42.90485437,31.47790342,1.97694076571497,5.14400258242189,15.19777316603591,27.9174342393325,40.0693644248763,40.03818612891786
45.0,45.0,1.565393873,6.445667393,49.06786924,43.56031688,1.63023427079680,6.38082699585717,15.117089625428624,27.76922322088314,41.25955377435012,35.48165935666954
45.0,60.0,1.197073912,7.704105273,52.85686579,54.20062622,1.28352777587862,7.61765140929246,15.036406084821333,27.62101220243379,41.5333366159067,30.80331070981494
60.0,-60.0,5.054946148,-1.494474474,49.00455291,-45.57793394,4.77525731543430,-1.21478564136587,19.072228469987714,24.278703453660327,29.00400304343166,49.04913351011143
60.0,-45.0,4.681327529,-0.230737937,50.71989075,-33.23658272,4.47156090509283,-0.0209713125072929,19.16163416819971,24.392515766540924,33.377443023011594,47.64807169474186
60.0,-30.0,4.307708911,1.0329986,50.99500183,-18.90540441,4.16786449475137,1.17284301635128,19.251039866411713,24.506328079421525,37.3960286503975,45.39335898725384
60.0,-15.0,3.934090292,2.296735137,50.40545052,-5.933538674,3.86416808440990,2.36665734520986,19.340445564623707,24.62014039230212,40.88096065817088,42.378198925817514
60.0,0.0,3.560471674,3.560471674,51.68019865,8.129130725,3.56047167406843,3.56047167406843,19.429851262835705,24.73395270518273,43.67856256879999,38.73395270518273
60.0,15.0,3.186853056,4.824208211,52.54486789,21.44321694,3.20822738433399,4.80283388231998,19.32615347256717,24.60194674150147,45.47534083125612,34.37755075635776
60.0,30.0,2.813234437,6.087944748,55.01715576,35.15117078,2.85598309459954,6.04519609057154,19.22245568229863,24.469940777820227,46.383649450105054,29.740446562219482
60.0,45.0,2.439615819,7.351681285,61.75747206,46.31828593,2.50373880486510,7.28755829882309,19.118757892030093,24.337934814138983,46.36656453238784,25.02140845364938
60.0,60.0,2.0659972,8.615417822,66.83450064,55.46063959,2.15149451513065,8.52992050707464,19.015060101761556,24.205928850457727,45.4327690800358,20.421882907494993
